longitude,latitude,result_1990,result_1991,result_1992,result_1993,result_1994,result_1995,result_1996,result_1997,result_1998,result_1999,result_2000,result_2001,result_2002,result_2003,result_2004,result_2005,result_2006,result_2007,result_2008,result_2009,result_2010,result_2011,result_2012,result_2013,result_2014,result_2015,result_2016,result_2017,result_2018,result_2019,result_2020
112,16,0,0,0,0,0,0,0,0,0,0,917.0,937.0,1023.0,1031.0,1037.0,1071.0,1066.0,1079.0,1096.0,1090.0,1010.0,1039.0,1037.0,1058.0,1136.0,679.0,795.0,798.0,807.0,758.0,762.0
113,16,0,0,0,0,0,0,0,0,0,0,450.0,401.0,339.0,316.0,290.0,338.0,315.0,280.0,365.0,430.0,281.0,363.0,356.0,388.0,453.0,367.0,230.0,243.0,253.0,295.0,292.0
108,18,310342.5428,314496.8388,318651.1348,322805.4308,326959.7268,331114.0228,334493.301,337872.5792,341251.8574,344631.1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,18,1243021.338,1259556.459,1276091.58,1292626.7,1309161.821,1325696.942,1340196.315,1354695.688,1369195.06,1383694.433,1416812.0,1438655.0,1462271.0,1477482.0,1507674.0,1539407.0,1556664.0,1586095.0,1617982.0,1630938.0,1671692.0,1687170.0,1718143.0,1743571.0,1773612.0,1806421.0,1833370.0,1860873.0,1887658.0,1920855.0,1952074.0
110,18,526896.6198,531743.6875,536590.7551,541437.8228,546284.8904,551131.9581,554477.3094,557822.6607,561168.0119,564513.3632,1389796.0,1399851.0,1413420.0,1427018.0,1442387.0,1453133.0,1459836.0,1467715.0,1482658.0,1500522.0,1509405.0,1522282.0,1532747.0,1542903.0,1553874.0,1564999.0,1577021.0,1589517.0,1604263.0,1610821.0,1618735.0
111,18,0,0,0,0,0,0,0,0,0,0,137.0,57.0,52.0,73.0,59.0,64.0,56.0,44.0,53.0,14.0,52.0,12.0,51.0,49.0,50.0,82.0,52.0,53.0,60.0,57.0,60.0
108,19,267964.6453,271940.7031,275916.7609,279892.8188,283868.8766,287844.9344,291197.5451,294550.1557,297902.7664,301255.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,19,1619412.778,1641332.37,1663251.963,1685171.555,1707091.148,1729010.74,1747485.322,1765959.904,1784434.486,1802909.068,1776610.0,1784003.0,1789271.0,1794385.0,1813754.0,1826893.0,1834174.0,1848129.0,1866798.0,1871570.0,1887505.0,1886489.0,1899891.0,1911511.0,1926539.0,1927828.0,1937609.0,1944612.0,1952776.0,1958970.0,1963396.0
110,19,1976774.695,2009353.237,2041931.779,2074510.321,2107088.863,2139667.405,2164998.159,2190328.913,2215659.667,2240990.421,4293446.0,4372277.0,4440856.0,4515135.0,4577709.0,4656936.0,4734952.0,4803531.0,4879932.0,4959289.0,5037661.0,5119937.0,5203080.0,5289512.0,5368254.0,5453695.0,5530525.0,5614457.0,5696791.0,5778839.0,5858896.0
111,19,111.7269655,112.4994438,113.2719221,114.0444003,114.8168786,115.5893569,116.0235669,116.4577768,116.8919868,117.3261967,772554.0,780259.0,783941.0,791813.0,802061.0,813960.0,815125.0,826686.0,833503.0,837190.0,845589.0,850090.0,861564.0,863814.0,868197.0,882332.0,892794.0,899336.0,905990.0,909400.0,915393.0
109,20,543258.9468,551464.3578,559669.7689,567875.1799,576080.591,584286.002,592005.5054,599725.0089,607444.5123,615164.0158,2600.0,3240.0,4438.0,5258.0,4716.0,4448.0,4845.0,4499.0,5510.0,5659.0,6479.0,6065.0,5642.0,5410.0,5524.0,5063.0,4895.0,4595.0,4586.0,4332.0,4202.0
110,20,1517850.859,1578670.284,1639489.708,1700309.133,1761128.557,1821947.982,1872178.15,1922408.318,1972638.485,2022868.653,2681981.0,2727234.0,2778155.0,2825031.0,2868525.0,2911323.0,2945497.0,2986693.0,3016575.0,3047262.0,3101123.0,3140671.0,3195795.0,3228187.0,3282536.0,3328244.0,3381859.0,3422748.0,3464119.0,3507041.0,3549085.0
111,20,0,0,0,0,0,0,0,0,0,0,87795.0,81724.0,86404.0,83123.0,83004.0,85978.0,88636.0,89625.0,91714.0,94397.0,94546.0,95511.0,93621.0,96854.0,95376.0,96189.0,93514.0,93062.0,91650.0,96326.0,96911.0
99,21,3443.059788,3497.268156,3551.476524,3605.684893,3659.893261,3714.101629,3760.080073,3806.058516,3852.03696,3898.015403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,21,226734.2886,231956.3842,237178.4797,242400.5753,247622.6708,252844.7664,257886.3066,262927.8467,267969.3869,273010.927,272113.0,272279.0,274335.0,275755.0,277080.0,283249.0,287352.0,292474.0,294493.0,299955.0,295216.0,296206.0,295615.0,301663.0,306541.0,310256.0,312033.0,313982.0,317942.0,320038.0,322879.0
101,21,147918.7911,152827.6731,157736.5551,162645.4372,167554.3192,172463.2012,177584.7752,182706.3492,187827.9232,192949.4972,615665.0,635574.0,640303.0,648284.0,647322.0,655316.0,660565.0,668070.0,681370.0,697011.0,715366.0,711464.0,720526.0,730755.0,735397.0,751734.0,761125.0,766036.0,771552.0,776497.0,782316.0
102,21,0,0,0,0,0,0,0,0,0,0,85121.0,84524.0,85547.0,86341.0,90100.0,91174.0,90636.0,93014.0,96573.0,98716.0,99586.0,104572.0,105156.0,107569.0,107771.0,110684.0,110920.0,112142.0,112895.0,114826.0,115865.0
106,21,4941.63888,4945.99545,4950.352021,4954.708591,4959.065162,4963.421732,4951.867884,4940.314036,4928.760189,4917.206341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,21,358467.1145,360909.4877,363351.8609,365794.234,368236.6072,370678.9804,372117.6011,373556.2219,374994.8426,376433.4634,141124.0,142103.0,143986.0,142872.0,140639.0,141442.0,140753.0,140613.0,137538.0,133734.0,132031.0,136996.0,138664.0,139699.0,139524.0,136587.0,136066.0,135339.0,135154.0,135095.0,134624.0
108,21,686842.6772,691269.5479,695696.4187,700123.2894,704550.1602,708977.0309,711546.482,714115.9331,716685.3842,719254.8353,935731.0,947719.0,958318.0,968681.0,979469.0,997137.0,1010680.0,1026300.0,1039645.0,1048421.0,1061623.0,1069769.0,1091346.0,1104531.0,1119538.0,1133775.0,1151074.0,1163326.0,1175047.0,1186596.0,1198969.0
109,21,3065345.016,2951952.724,2838560.432,2725168.14,2611775.848,2498383.556,2508942.864,2519502.172,2530061.48,2540620.788,2330332.0,2357178.0,2371612.0,2384952.0,2400136.0,2415984.0,2434003.0,2450567.0,2464841.0,2481150.0,2494066.0,2505737.0,2519732.0,2532105.0,2542851.0,2554288.0,2565884.0,2578429.0,2586110.0,2597585.0,2602472.0
110,21,4602982.254,4671774.604,4740566.955,4809359.305,4878151.656,4946944.006,5015074.638,5083205.269,5151335.901,5219466.532,6055781.0,6148532.0,6199821.0,6286835.0,6368812.0,6461351.0,6523298.0,6603654.0,6686890.0,6760331.0,6839517.0,6890681.0,6971428.0,7042695.0,7130601.0,7206163.0,7282418.0,7352021.0,7416169.0,7483442.0,7543889.0
111,21,2078640.535,2101147.368,2123654.201,2146161.034,2168667.867,2191174.7,2208168.198,2225161.696,2242155.193,2259148.691,5892807.0,5954159.0,6043630.0,6113373.0,6188312.0,6278104.0,6303922.0,6384133.0,6430425.0,6462336.0,6530976.0,6584451.0,6635349.0,6698081.0,6758789.0,6826240.0,6893946.0,6948130.0,6996771.0,7049460.0,7098830.0
112,21,507091.8209,510228.9356,513366.0503,516503.1649,519640.2796,522777.3943,524391.3197,526005.2451,527619.1704,529233.0958,1892222.0,1915160.0,1934814.0,1953230.0,1976371.0,2009891.0,2016326.0,2037435.0,2054354.0,2071075.0,2099183.0,2111822.0,2124139.0,2142511.0,2161994.0,2178612.0,2197612.0,2216070.0,2233826.0,2248541.0,2264239.0
113,21,33579.37989,36362.88709,39146.39429,41929.90148,44713.40868,47496.91588,49365.32429,51233.7327,53102.1411,54970.54951,237111.0,249328.0,256629.0,258688.0,264295.0,269532.0,265629.0,272476.0,267605.0,270262.0,270802.0,277977.0,277379.0,279377.0,285739.0,280314.0,282656.0,285450.0,287550.0,290017.0,292239.0
114,21,0,0,0,0,0,0,0,0,0,0,3516.0,3633.0,4024.0,4266.0,4496.0,4396.0,4502.0,4601.0,4277.0,4535.0,4946.0,4798.0,5135.0,5142.0,5297.0,5369.0,5485.0,5630.0,5773.0,5815.0,5935.0
121,21,0,0,0,0,0,0,0,0,0,0,42463.0,42270.0,42566.0,42074.0,42163.0,41392.0,41216.0,40958.0,40584.0,40572.0,40060.0,39776.0,40101.0,39521.0,38709.0,38207.0,37799.0,37356.0,37093.0,36635.0,36122.0
122,21,0,0,0,0,0,0,0,0,0,0,1321.0,1258.0,1260.0,1253.0,1290.0,1273.0,1260.0,1232.0,1171.0,1233.0,1229.0,1312.0,1194.0,1277.0,1171.0,1169.0,1128.0,1153.0,1132.0,1119.0,1135.0
99,22,342007.7838,355689.8214,369371.859,383053.8965,396735.9341,410417.9717,420504.259,430590.5464,440676.8337,450763.1211,161566.0,161431.0,163550.0,164658.0,164351.0,164499.0,165508.0,165423.0,164512.0,163042.0,163325.0,162037.0,164413.0,162467.0,164292.0,163607.0,163379.0,163639.0,163594.0,163566.0,163373.0
100,22,508750.3799,520216.3445,531682.3091,543148.2737,554614.2383,566080.2029,577588.8883,589097.5737,600606.259,612114.9444,745138.0,748270.0,757847.0,758165.0,763960.0,768574.0,768133.0,774084.0,770001.0,765470.0,774532.0,780873.0,782452.0,778633.0,781254.0,779065.0,781082.0,783084.0,782646.0,783103.0,782686.0
101,22,307179.8381,315895.1421,324610.4462,333325.7502,342041.0543,350756.3583,359761.3996,368766.4409,377771.4823,386776.5236,685307.0,681239.0,688917.0,694484.0,704991.0,705394.0,711788.0,712919.0,713243.0,713199.0,707560.0,716628.0,721600.0,724833.0,729656.0,723466.0,724953.0,729208.0,732346.0,735847.0,737435.0
102,22,245615.989,248617.4431,251618.8972,254620.3513,257621.8054,260623.2595,262970.8599,265318.4602,267666.0606,270013.6609,367600.0,366276.0,367406.0,370265.0,375116.0,381291.0,382757.0,382550.0,386891.0,390632.0,391945.0,396522.0,393255.0,397503.0,397324.0,396228.0,397327.0,398453.0,399022.0,399529.0,400295.0
103,22,258806.7506,262402.1779,265997.6051,269593.0324,273188.4596,276783.8869,279778.0255,282772.1641,285766.3026,288760.4412,586738.0,590589.0,597250.0,600970.0,607336.0,610662.0,614814.0,619290.0,622512.0,626744.0,629503.0,632133.0,639403.0,640350.0,648862.0,649072.0,653362.0,656550.0,660812.0,663065.0,665611.0
104,22,173813.6426,175608.0556,177402.4686,179196.8817,180991.2947,182785.7077,184114.5985,185443.4893,186772.38,188101.2708,487589.0,489586.0,490999.0,492807.0,499407.0,501573.0,504604.0,505802.0,512864.0,520978.0,524795.0,525341.0,534747.0,535671.0,540836.0,543341.0,547424.0,549309.0,551700.0,552394.0,554162.0
105,22,7284.674392,7243.198269,7201.722145,7160.246022,7118.769898,7077.293775,7016.214499,6955.135223,6894.055946,6832.97667,45451.0,46174.0,47605.0,47778.0,48046.0,49493.0,48556.0,49097.0,49361.0,48732.0,47082.0,48620.0,46978.0,47215.0,48122.0,47415.0,48229.0,48750.0,48899.0,49021.0,49282.0
106,22,478254.3694,479545.5298,480836.6902,482127.8507,483419.0111,484710.1715,484824.96,484939.7485,485054.5371,485169.3256,101681.0,102260.0,102873.0,103506.0,102886.0,102624.0,103477.0,103365.0,103657.0,102722.0,102094.0,102484.0,102094.0,102275.0,102925.0,102712.0,102436.0,102858.0,102427.0,102899.0,102752.0
107,22,1295851.85,1300365.914,1304879.979,1309394.043,1313908.108,1318422.172,1320344.691,1322267.21,1324189.729,1326112.248,1526011.0,1525487.0,1525769.0,1525620.0,1523604.0,1521857.0,1520518.0,1516660.0,1517336.0,1517267.0,1515441.0,1509305.0,1503955.0,1499796.0,1497153.0,1495092.0,1489422.0,1484058.0,1477513.0,1471275.0,1463997.0
108,22,2622865.786,2664985.069,2707104.351,2749223.634,2791342.916,2833462.199,2874616.16,2915770.121,2956924.083,2998078.044,4883562.0,4928452.0,4964823.0,5006851.0,5050219.0,5085527.0,5119253.0,5149197.0,5184175.0,5223304.0,5263483.0,5296850.0,5324823.0,5359164.0,5392055.0,5422396.0,5451422.0,5481004.0,5507873.0,5530439.0,5551235.0
109,22,3525155.813,3549778.704,3574401.595,3599024.485,3623647.376,3648270.267,3662776.049,3677281.831,3691787.613,3706293.395,3845774.0,3869739.0,3892795.0,3920065.0,3945656.0,3964362.0,3992319.0,4024758.0,4044240.0,4074614.0,4108038.0,4125496.0,4151183.0,4171238.0,4194917.0,4201127.0,4220903.0,4236449.0,4252884.0,4264974.0,4275769.0
110,22,4200205.376,4235400.099,4270594.823,4305789.546,4340984.27,4376178.993,4399403.997,4422629.0,4445854.004,4469079.007,6058770.0,6115219.0,6171117.0,6212385.0,6253049.0,6296214.0,6347476.0,6379307.0,6412597.0,6451149.0,6487301.0,6522014.0,6560347.0,6596988.0,6630344.0,6669112.0,6696518.0,6724308.0,6749774.0,6771027.0,6791300.0
111,22,3000961.126,3016743.069,3032525.013,3048306.956,3064088.9,3079870.843,3086840.377,3093809.911,3100779.444,3107748.978,3765437.0,3796498.0,3818458.0,3850797.0,3886171.0,3909065.0,3928177.0,3955128.0,3993037.0,4012029.0,4037162.0,4080133.0,4099467.0,4131992.0,4148142.0,4165946.0,4183177.0,4201790.0,4220924.0,4240120.0,4254807.0
112,22,3372425.935,3432518.426,3492610.917,3552703.407,3612795.898,3672888.389,3720422.329,3767956.269,3815490.21,3863024.15,3864195.0,3906469.0,3957218.0,4006091.0,4040009.0,4087413.0,4128672.0,4177288.0,4226117.0,4272233.0,4313830.0,4352428.0,4399185.0,4432941.0,4480703.0,4516060.0,4555975.0,4590100.0,4623040.0,4654829.0,4684297.0
113,22,5154113.777,6018551.358,6882988.939,7747426.519,8611864.1,9476301.681,9971304.465,10466307.25,10961310.03,11456312.82,15205073.0,15540235.0,15856872.0,16175106.0,16499090.0,16851758.0,17175730.0,17536782.0,17857204.0,18197674.0,18553700.0,18894960.0,19266138.0,19640082.0,19989070.0,20366670.0,20748418.0,21120314.0,21489898.0,21862432.0,22223096.0
114,22,1301809.391,2061694.66,2821579.929,3581465.197,4341350.466,5101235.735,5382937.136,5664638.536,5946339.937,6228041.337,27144746.0,27786874.0,28315806.0,28836730.0,29413942.0,30020830.0,30647318.0,31225188.0,31890812.0,32612296.0,33311374.0,33990428.0,34738428.0,35487084.0,36239312.0,37021032.0,37828728.0,38657576.0,39493440.0,40361912.0,41196160.0
115,22,1027210.627,1044504.417,1061798.207,1079091.997,1096385.787,1113679.577,1128811.968,1143944.36,1159076.751,1174209.143,2151978.0,2199692.0,2248100.0,2308092.0,2362734.0,2431272.0,2487456.0,2552193.0,2611722.0,2679556.0,2752694.0,2800366.0,2881661.0,2941084.0,3021789.0,3085811.0,3152754.0,3226028.0,3301531.0,3373248.0,3444747.0
116,22,249690.9752,254734.309,259777.6429,264820.9767,269864.3106,274907.6444,279557.4598,284207.2753,288857.0907,293506.9062,2220197.0,2263095.0,2290381.0,2319200.0,2366360.0,2408085.0,2430966.0,2471658.0,2506659.0,2559119.0,2598001.0,2625436.0,2665129.0,2703058.0,2739872.0,2780246.0,2814307.0,2851080.0,2884642.0,2920730.0,2952812.0
117,22,0,0,0,0,0,0,0,0,0,0,2741.0,1484.0,2173.0,2009.0,2950.0,5815.0,4001.0,3581.0,3159.0,2659.0,2154.0,2083.0,1633.0,1828.0,1802.0,2803.0,3327.0,3122.0,3466.0,3589.0,3814.0
120,22,0,0,0,0,0,0,0,0,0,0,5443786.0,5456687.0,5485943.0,5491472.0,5516069.0,5518757.0,5515890.0,5511173.0,5509928.0,5511164.0,5508308.0,5504269.0,5496510.0,5481624.0,5472486.0,5459309.0,5442360.0,5426752.0,5418359.0,5405759.0,5390969.0
121,22,0,0,0,0,0,0,0,0,0,0,549741.0,556020.0,551083.0,549650.0,543595.0,544722.0,547145.0,548820.0,544822.0,540961.0,536090.0,536788.0,534095.0,533345.0,531498.0,526154.0,521870.0,517761.0,513908.0,509208.0,505266.0
122,22,0,0,0,0,0,0,0,0,0,0,1213.0,1197.0,1115.0,1167.0,1127.0,1153.0,1185.0,1169.0,1193.0,1052.0,1102.0,1086.0,1093.0,1132.0,1114.0,1154.0,1153.0,1152.0,1167.0,1143.0,1164.0
97,23,21529.86681,22689.99848,23850.13015,25010.26183,26170.3935,27330.52517,28702.55579,30074.5864,31446.61702,32818.64763,103.0,145.0,107.0,102.0,100.0,107.0,104.0,94.0,87.0,73.0,50.0,53.0,56.0,46.0,50.0,75.0,79.0,82.0,79.0,87.0,84.0
98,23,80507.98254,83230.68439,85953.38624,88676.08808,91398.78993,94121.49178,96979.6431,99837.79443,102695.9458,105554.0971,148102.0,150157.0,156095.0,156961.0,158340.0,157258.0,160487.0,161578.0,164368.0,169324.0,168893.0,167528.0,168012.0,171192.0,171360.0,174041.0,175773.0,177303.0,178754.0,180621.0,181954.0
99,23,608615.5474,625101.5511,641587.5548,658073.5585,674559.5622,691045.5659,707918.5623,724791.5588,741664.5552,758537.5517,785417.0,792598.0,797235.0,798159.0,804804.0,804078.0,804319.0,807158.0,814760.0,820792.0,823926.0,827263.0,825219.0,828840.0,827877.0,827638.0,827921.0,828354.0,828614.0,828499.0,827621.0
100,23,547624.5633,553177.2145,558729.8658,564282.517,569835.1683,575387.8195,579526.0513,583664.2831,587802.5148,591940.7466,1082178.0,1081949.0,1078508.0,1079973.0,1084046.0,1088930.0,1091570.0,1090342.0,1092584.0,1100767.0,1097868.0,1101735.0,1107013.0,1109237.0,1111870.0,1115405.0,1115885.0,1116085.0,1116440.0,1114707.0,1113588.0
101,23,677097.5325,682987.8562,688878.18,694768.5037,700658.8275,706549.1512,710480.6157,714412.0803,718343.5448,722275.0094,724101.0,731979.0,733081.0,736094.0,736325.0,738077.0,738977.0,740847.0,743722.0,742701.0,744271.0,743654.0,743063.0,742899.0,742314.0,743403.0,742798.0,742688.0,741586.0,740533.0,739004.0
102,23,1130747.967,1146634.796,1162521.625,1178408.454,1194295.283,1210182.112,1223306.697,1236431.282,1249555.866,1262680.451,1331608.0,1340811.0,1353499.0,1363364.0,1371871.0,1376963.0,1385462.0,1397005.0,1404634.0,1413373.0,1420632.0,1431905.0,1442802.0,1450259.0,1459840.0,1468686.0,1476164.0,1482706.0,1490057.0,1494956.0,1499676.0
103,23,1414968.491,1441600.545,1468232.599,1494864.652,1521496.706,1548128.76,1572213.521,1596298.283,1620383.044,1644467.806,2498808.0,2527806.0,2548640.0,2571961.0,2591269.0,2612910.0,2633928.0,2649656.0,2670221.0,2688546.0,2710666.0,2727675.0,2746038.0,2766752.0,2779322.0,2801305.0,2817987.0,2833189.0,2845311.0,2859007.0,2869629.0
104,23,1162370.589,1177455.143,1192539.696,1207624.25,1222708.803,1237793.357,1249974.327,1262155.296,1274336.266,1286517.235,1671354.0,1680002.0,1697505.0,1709545.0,1722121.0,1729803.0,1739054.0,1753620.0,1756607.0,1762293.0,1771834.0,1791550.0,1791825.0,1801594.0,1806696.0,1804583.0,1806694.0,1815820.0,1821910.0,1828658.0,1834039.0
105,23,697330.0493,701534.8469,705739.6445,709944.4421,714149.2397,718354.0373,720689.7128,723025.3884,725361.0639,727696.7395,1355337.0,1375704.0,1385972.0,1393039.0,1403093.0,1411491.0,1425454.0,1433263.0,1441618.0,1455740.0,1474503.0,1473650.0,1483706.0,1491873.0,1498213.0,1509059.0,1516690.0,1520945.0,1525781.0,1530827.0,1534579.0
106,23,1395400.024,1382101.517,1368803.01,1355504.502,1342205.995,1328907.488,1313017.014,1297126.541,1281236.067,1265345.594,1318510.0,1325248.0,1328694.0,1336062.0,1343007.0,1346065.0,1343304.0,1347964.0,1350808.0,1356421.0,1362800.0,1367508.0,1370266.0,1371534.0,1377967.0,1381419.0,1385738.0,1388586.0,1390057.0,1390454.0,1390494.0
107,23,1855565.52,1853269.078,1850972.637,1848676.195,1846379.754,1844083.312,1838384.839,1832686.366,1826987.892,1821289.419,2132576.0,2138546.0,2141772.0,2149439.0,2151171.0,2165704.0,2173391.0,2184121.0,2182976.0,2178791.0,2176822.0,2172771.0,2179819.0,2179332.0,2178335.0,2183900.0,2179981.0,2181073.0,2181035.0,2177980.0,2174307.0
108,23,2584655.516,2596605.984,2608556.453,2620506.921,2632457.39,2644407.858,2651723.725,2659039.591,2666355.458,2673671.324,2298427.0,2310302.0,2329481.0,2339502.0,2349237.0,2355940.0,2370218.0,2381380.0,2397332.0,2409869.0,2418657.0,2428151.0,2433126.0,2447279.0,2453961.0,2458902.0,2467781.0,2471352.0,2472794.0,2478101.0,2479891.0
109,23,3053379.968,3064758.987,3076138.006,3087517.026,3098896.045,3110275.064,3112305.715,3114336.366,3116367.017,3118397.668,3333576.0,3347335.0,3362835.0,3377629.0,3394419.0,3409903.0,3425221.0,3434198.0,3448663.0,3460900.0,3479917.0,3488746.0,3497397.0,3506271.0,3513261.0,3516422.0,3522004.0,3527598.0,3532399.0,3534071.0,3534377.0
110,23,2955641.889,2973271.422,2990900.954,3008530.487,3026160.019,3043789.552,3052786.777,3061784.002,3070781.227,3079778.452,4549324.0,4587299.0,4612421.0,4642490.0,4672217.0,4700465.0,4709770.0,4739177.0,4753103.0,4781576.0,4792721.0,4815505.0,4835937.0,4860782.0,4874834.0,4902629.0,4919550.0,4936182.0,4951124.0,4963420.0,4970631.0
111,23,2024949.217,2046970.843,2068992.469,2091014.095,2113035.721,2135057.347,2152504.633,2169951.919,2187399.204,2204846.49,3109679.0,3120120.0,3133009.0,3142327.0,3152420.0,3162476.0,3182439.0,3179594.0,3194086.0,3199035.0,3213836.0,3221546.0,3230898.0,3232624.0,3233677.0,3244340.0,3247718.0,3249727.0,3249384.0,3249554.0,3246402.0
112,23,3433804.038,3536966.169,3640128.3,3743290.431,3846452.562,3949614.693,4034886.944,4120159.196,4205431.447,4290703.699,3002998.0,3045823.0,3089069.0,3133647.0,3174775.0,3212743.0,3253768.0,3292924.0,3339420.0,3378362.0,3421191.0,3458696.0,3496643.0,3539088.0,3580727.0,3611897.0,3649269.0,3689624.0,3726936.0,3763659.0,3798898.0
113,23,7608583.475,8276422.38,8944261.285,9612100.19,10279939.1,10947778.0,11497772.18,12047766.36,12597760.54,13147754.72,15531156.0,15886073.0,16266156.0,16670881.0,17058340.0,17436918.0,17837770.0,18220452.0,18633714.0,19055952.0,19484756.0,19913526.0,20350172.0,20781766.0,21240342.0,21697562.0,22144788.0,22599272.0,23055302.0,23506668.0,23958250.0
114,23,2314350.07,2457659.326,2600968.583,2744277.839,2887587.096,3030896.352,3122285.452,3213674.552,3305063.651,3396452.751,6512885.0,6648455.0,6827405.0,6964199.0,7126696.0,7302440.0,7448667.0,7634764.0,7807075.0,7955329.0,8139975.0,8344544.0,8505197.0,8702513.0,8885991.0,9083255.0,9279704.0,9483375.0,9685119.0,9888993.0,10090841.0
115,23,3262844.128,3307834.267,3352824.406,3397814.545,3442804.684,3487794.823,3528249.471,3568704.12,3609158.768,3649613.417,2143787.0,2207853.0,2250515.0,2303705.0,2359149.0,2415046.0,2470050.0,2526754.0,2598390.0,2657765.0,2724457.0,2794446.0,2863660.0,2935540.0,3002453.0,3075494.0,3149609.0,3220383.0,3288921.0,3360888.0,3430433.0
116,23,8352298.01,8567546.122,8782794.234,8998042.346,9213290.458,9428538.57,9643475.21,9858411.85,10073348.49,10288285.13,10693691.0,10836983.0,10966754.0,11079984.0,11217705.0,11384265.0,11510460.0,11652264.0,11788127.0,11907320.0,12049770.0,12165367.0,12306411.0,12431816.0,12556920.0,12688863.0,12808941.0,12926416.0,13037400.0,13149559.0,13253107.0
117,23,762852.4072,772254.3498,781656.2924,791058.2349,800460.1775,809862.1201,817234.1302,824606.1403,831978.1504,839350.1605,7912009.0,7988415.0,8073226.0,8185981.0,8264740.0,8357537.0,8416454.0,8498498.0,8580227.0,8627640.0,8711222.0,8777269.0,8877965.0,8962253.0,9042322.0,9137301.0,9213646.0,9287567.0,9356136.0,9425742.0,9489451.0
118,23,0,0,0,0,0,0,0,0,0,0,286260.0,280223.0,280057.0,283276.0,285408.0,286779.0,283591.0,292080.0,295194.0,283440.0,285330.0,282729.0,284434.0,290100.0,288843.0,292382.0,294142.0,294298.0,293855.0,295971.0,296922.0
119,23,0,0,0,0,0,0,0,0,0,0,30181.0,31558.0,30688.0,30540.0,29808.0,28928.0,29281.0,30167.0,29578.0,31278.0,31579.0,29759.0,29239.0,27996.0,28276.0,29054.0,29411.0,29318.0,28927.0,29615.0,29282.0
120,23,0,0,0,0,0,0,0,0,0,0,3571165.0,3570181.0,3568428.0,3575842.0,3568527.0,3560669.0,3558301.0,3541243.0,3530901.0,3518002.0,3507662.0,3487702.0,3469369.0,3460159.0,3444542.0,3429770.0,3415160.0,3402281.0,3385671.0,3369289.0,3350561.0
121,23,0,0,0,0,0,0,0,0,0,0,1317387.0,1319512.0,1309388.0,1306127.0,1307146.0,1305713.0,1304071.0,1304932.0,1296319.0,1288174.0,1283148.0,1278316.0,1267277.0,1258070.0,1252002.0,1247202.0,1240089.0,1230050.0,1217955.0,1209550.0,1200086.0
122,23,0,0,0,0,0,0,0,0,0,0,261471.0,255432.0,257380.0,253554.0,252262.0,253259.0,247868.0,248376.0,248131.0,247750.0,242603.0,247428.0,240349.0,237756.0,236571.0,234273.0,233290.0,231675.0,231190.0,229646.0,227568.0
97,24,241338.9753,247467.4772,253595.9791,259724.481,265852.9829,271981.4848,278240.2856,284499.0865,290757.8873,297016.6882,303.0,232.0,194.0,189.0,197.0,198.0,306.0,253.0,303.0,228.0,213.0,262.0,214.0,190.0,192.0,283.0,280.0,273.0,245.0,270.0,261.0
98,24,888760.4821,902278.297,915796.1119,929313.9268,942831.7417,956349.5566,968000.5937,979651.6308,991302.6678,1002953.705,1265286.0,1276164.0,1290691.0,1298727.0,1308220.0,1316662.0,1336954.0,1347783.0,1366233.0,1379416.0,1394328.0,1400685.0,1412209.0,1420770.0,1436365.0,1449805.0,1460323.0,1469698.0,1479516.0,1487929.0,1496096.0
99,24,1142505.98,1157803.683,1173101.387,1188399.09,1203696.794,1218994.497,1231462.448,1243930.4,1256398.351,1268866.303,1726666.0,1733492.0,1755832.0,1760493.0,1770156.0,1798752.0,1802313.0,1813312.0,1817067.0,1816764.0,1820638.0,1836141.0,1846006.0,1858270.0,1872694.0,1878577.0,1884583.0,1893552.0,1899129.0,1904453.0,1908449.0
100,24,1016755.05,1027581.365,1038407.68,1049233.996,1060060.311,1070886.626,1078896.067,1086905.508,1094914.948,1102924.389,1688476.0,1698898.0,1707922.0,1716108.0,1720444.0,1723606.0,1730277.0,1733806.0,1740495.0,1749099.0,1756103.0,1760252.0,1760937.0,1763882.0,1770763.0,1775037.0,1775137.0,1776587.0,1776262.0,1777603.0,1777124.0
101,24,665007.3935,673947.7341,682888.0747,691828.4152,700768.7558,709709.0964,717154.3736,724599.6509,732044.9281,739490.2054,987204.0,982255.0,987462.0,987744.0,998481.0,997011.0,999676.0,998877.0,990043.0,989735.0,993598.0,992686.0,991176.0,987670.0,990743.0,987066.0,994590.0,995268.0,995913.0,994896.0,993571.0
102,24,1948450.842,1994030.027,2039609.213,2085188.398,2130767.584,2176346.769,2221485.511,2266624.253,2311762.995,2356901.737,1788078.0,1801247.0,1838641.0,1850768.0,1860126.0,1874449.0,1900609.0,1919100.0,1950544.0,1980738.0,1995203.0,2021473.0,2035146.0,2053962.0,2063463.0,2071695.0,2086732.0,2105285.0,2118394.0,2133934.0,2145180.0
